,BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,CURRENCYID,TRENDCLSPR
20,TQBR,2022-07-01,МосБиржа,MOEX,15624,310870597.7,85.77,84.03,86.8,85.36,85.0,85.36,3657380,85.0,85.0,85.36,310870597.7,310870597.7,310870597.7,0,3,SUR,-0.48
21,TQBR,2022-06-30,МосБиржа,MOEX,20393,436350647.4,87.17,85.0,88.16,85.77,85.73,85.77,5090200,85.72,85.72,85.77,436350647.4,436350647.4,436350647.4,0,3,SUR,-1.3
22,TQBR,2022-06-29,МосБиржа,MOEX,15292,343048362.0,87.95,86.21,89.35,86.9,87.36,86.9,3923480,87.43,87.43,86.9,343048362.0,343048362.0,343048362.0,0,3,SUR,-1.19
23,TQBR,2022-06-28,МосБиржа,MOEX,13442,280068983.9,90.8,87.9,91.48,87.95,89.08,87.95,3143660,89.09,89.09,87.95,280068983.9,280068983.9,280068983.9,0,3,SUR,-2.55
24,TQBR,2022-06-27,МосБиржа,MOEX,19699,389642041.6,89.3,89.04,92.17,90.25,90.84,90.25,4289160,90.84,90.84,90.25,389642041.6,389642041.6,389642041.6,0,3,SUR,0.98
25,TQBR,2022-06-24,МосБиржа,MOEX,9559,238164126.6,88.0,87.24,89.37,89.37,88.37,89.37,2694830,88.38,88.38,89.37,238164126.6,238164126.6,238164126.6,0,3,SUR,1.78
26,TQBR,2022-06-23,МосБиржа,MOEX,10820,208338651.1,86.9,86.01,88.1,87.81,87.53,87.81,2380070,87.53,87.53,87.81,208338651.1,208338651.1,208338651.1,0,3,SUR,1.42
27,TQBR,2022-06-22,МосБиржа,MOEX,9878,172020903.9,87.15,86.0,87.17,86.58,86.43,86.58,1990320,86.43,86.43,86.58,172020903.9,172020903.9,172020903.9,0,3,SUR,-0.73
28,TQBR,2022-06-21,МосБиржа,MOEX,12295,237364178.9,89.5,87.0,89.5,87.22,88.02,87.22,2696720,88.02,88.02,87.22,237364178.9,237364178.9,237364178.9,0,3,SUR,-1.39
29,TQBR,2022-06-20,МосБиржа,MOEX,17165,349134638.9,86.14,86.14,88.83,88.45,87.72,88.45,3980320,87.72,87.72,88.45,349134638.9,349134638.9,349134638.9,0,3,SUR,2.79
30,TQBR,2022-06-17,МосБиржа,MOEX,7677,149599292.9,87.19,85.41,87.45,86.05,86.36,86.05,1731010,86.42,86.42,86.05,149599292.9,149599292.9,149599292.9,0,3,SUR,-1.19
31,TQBR,2022-06-16,МосБиржа,MOEX,12679,240113319.3,85.5,85.3,87.59,87.09,86.47,87.09,2776730,86.47,86.47,87.09,240113319.3,240113319.3,240113319.3,0,3,SUR,1.99
32,TQBR,2022-06-15,МосБиржа,MOEX,8416,125465293.9,85.55,85.11,86.0,85.39,85.6,85.39,1465660,85.6,85.6,85.39,125465293.9,125465293.9,125465293.9,0,3,SUR,-0.14
33,TQBR,2022-06-14,МосБиржа,MOEX,9487,129841473.1,85.72,85.06,86.33,85.51,85.59,85.51,1517080,85.59,85.59,85.51,129841473.1,129841473.1,129841473.1,0,3,SUR,-0.22
34,TQBR,2022-06-10,МосБиржа,MOEX,8398,126495909.0,85.9,85.38,86.76,85.7,86.0,85.7,1470840,86.0,86.0,85.7,126495909.0,126495909.0,126495909.0,0,3,SUR,-0.22
35,TQBR,2022-06-09,МосБиржа,MOEX,9739,109036383.3,86.01,85.5,86.87,85.89,85.98,85.89,1268110,85.98,85.98,85.89,109036383.3,109036383.3,109036383.3,0,3,SUR,-0.53
36,TQBR,2022-06-08,МосБиржа,MOEX,9581,157151531.1,86.0,85.19,88.0,86.35,86.92,86.35,1807900,86.92,86.92,86.35,157151531.1,157151531.1,157151531.1,0,3,SUR,0.24
37,TQBR,2022-06-07,МосБиржа,MOEX,10410,166121845.8,86.56,85.2,87.1,86.14,86.17,86.14,1927800,86.17,86.17,86.14,166121845.8,166121845.8,166121845.8,0,3,SUR,-0.51
38,TQBR,2022-06-06,МосБиржа,MOEX,10994,156222413.7,88.7,86.25,89.24,86.58,87.41,86.58,1787240,87.41,87.41,86.58,156222413.7,156222413.7,156222413.7,0,3,SUR,-2.39
39,TQBR,2022-06-03,МосБиржа,MOEX,34876,848319344.7,87.3,84.5,90.66,88.7,87.88,88.7,9653690,87.88,87.88,88.7,848319344.7,848319344.7,848319344.7,0,3,SUR,2.28
40,TQBR,2022-06-02,МосБиржа,MOEX,12113,177706683.6,87.8,86.0,88.0,86.72,86.8,86.72,2047310,86.8,86.8,86.72,177706683.6,177706683.6,177706683.6,0,3,SUR,-0.89
41,TQBR,2022-06-01,МосБиржа,MOEX,12458,205740879.3,88.0,87.0,90.0,87.5,88.25,87.5,2331670,88.24,88.24,87.5,205740879.3,205740879.3,205740879.3,0,3,SUR,-0.57
42,TQBR,2022-05-31,МосБиржа,MOEX,10155,124993878.3,89.21,87.62,89.56,88.0,88.25,88.0,1416340,88.25,88.25,88.0,124993878.3,124993878.3,124993878.3,0,3,SUR,-1.36
43,TQBR,2022-05-30,МосБиржа,MOEX,9215,125514498.8,90.99,89.12,91.96,89.21,89.81,89.21,1397580,89.81,89.81,89.21,125514498.8,125514498.8,125514498.8,0,3,SUR,-1.59
44,TQBR,2022-05-27,МосБиржа,MOEX,14300,221352273.7,91.1,90.01,92.7,90.65,91.65,90.65,2415050,91.66,91.66,90.65,221352273.7,221352273.7,221352273.7,0,3,SUR,0.44
45,TQBR,2022-05-26,МосБиржа,MOEX,11076,178561944.3,89.1,89.09,91.16,90.25,90.35,90.25,1976300,90.35,90.35,90.25,178561944.3,178561944.3,178561944.3,0,3,SUR,1.48
46,TQBR,2022-05-25,МосБиржа,MOEX,7158,114573106.8,88.96,88.05,89.68,88.93,89.03,88.93,1286890,89.03,89.03,88.93,114573106.8,114573106.8,114573106.8,0,3,SUR,0.26
47,TQBR,2022-05-24,МосБиржа,MOEX,11994,131294052.6,88.9,86.7,89.96,88.7,87.92,88.7,1493370,87.92,87.92,88.7,131294052.6,131294052.6,131294052.6,0,3,SUR,0.23
48,TQBR,2022-05-23,МосБиржа,MOEX,10165,93535754.3,90.0,88.01,90.8,88.5,89.04,88.5,1050440,89.04,89.04,88.5,93535754.3,93535754.3,93535754.3,0,3,SUR,-1.23
49,TQBR,2022-05-20,МосБиржа,MOEX,9921,137389996.4,90.42,89.2,91.95,89.6,90.05,89.6,1525650,90.05,90.05,89.6,137389996.4,137389996.4,137389996.4,0,3,SUR,-0.6
50,TQBR,2022-05-19,МосБиржа,MOEX,8755,133482481.2,91.2,89.22,91.95,90.14,90.43,90.14,1476160,90.43,90.43,90.14,133482481.2,133482481.2,133482481.2,0,3,SUR,-1.02
51,TQBR,2022-05-18,МосБиржа,MOEX,14892,245262603.2,91.17,91.0,94.4,91.07,92.55,91.07,2650160,92.55,92.55,91.07,245262603.2,245262603.2,245262603.2,0,3,SUR,0.0
52,TQBR,2022-05-17,МосБиржа,MOEX,10815,212386621.9,89.23,88.34,91.2,91.07,89.86,91.07,2363580,89.86,89.86,91.07,212386621.9,212386621.9,212386621.9,0,3,SUR,2.26
53,TQBR,2022-05-16,МосБиржа,MOEX,10184,146361173.5,88.5,88.21,89.8,89.06,89.11,89.06,1642430,89.11,89.11,89.06,146361173.5,146361173.5,146361173.5,0,3,SUR,0.86
54,TQBR,2022-05-13,МосБиржа,MOEX,6634,63444101.1,88.2,88.05,88.89,88.3,88.42,88.3,717560,88.42,88.42,88.3,63444101.1,63444101.1,63444101.1,0,3,SUR,0.38
55,TQBR,2022-05-12,МосБиржа,MOEX,12175,132357586.7,89.99,87.8,89.99,87.97,88.46,87.97,1496220,88.46,88.46,87.97,132357586.7,132357586.7,132357586.7,0,3,SUR,-1.87
56,TQBR,2022-05-11,МосБиржа,MOEX,12276,131718722.8,90.5,89.0,90.99,89.65,90.08,89.65,1462230,90.08,90.08,89.65,131718722.8,131718722.8,131718722.8,0,3,SUR,-0.69
57,TQBR,2022-05-06,МосБиржа,MOEX,7220,71337573.6,91.21,90.0,91.7,90.27,90.35,90.27,789570,90.35,90.35,90.27,71337573.6,71337573.6,71337573.6,0,3,SUR,-1.03
58,TQBR,2022-05-05,МосБиржа,MOEX,7083,101374671.7,92.0,91.08,92.25,91.21,91.64,91.21,1106190,91.64,91.64,91.21,101374671.7,101374671.7,101374671.7,0,3,SUR,0.35
59,TQBR,2022-05-04,МосБиржа,MOEX,14372,205369247.3,94.8,90.89,96.82,90.89,92.56,90.89,2218800,92.56,92.56,90.89,205369247.3,205369247.3,205369247.3,0,3,SUR,-4.11
60,TQBR,2022-04-29,МосБиржа,MOEX,10582,168676560.9,93.52,92.67,95.0,94.79,93.9,94.79,1796340,93.9,93.9,94.79,168676560.9,168676560.9,168676560.9,0,3,SUR,2.5
61,TQBR,2022-04-28,МосБиржа,MOEX,18156,306148680.7,94.39,92.0,97.78,92.48,95.06,92.48,3220680,95.06,95.06,92.48,306148680.7,306148680.7,306148680.7,0,3,SUR,-0.83
62,TQBR,2022-04-27,МосБиржа,MOEX,14493,251960677.4,91.08,89.74,94.44,93.25,93.05,93.25,2707870,93.05,93.05,93.25,251960677.4,251960677.4,251960677.4,0,3,SUR,2.7
63,TQBR,2022-04-26,МосБиржа,MOEX,12882,260973607.8,88.8,88.04,91.44,90.8,90.11,90.8,2896120,90.11,90.11,90.8,260973607.8,260973607.8,260973607.8,0,3,SUR,3.18
64,TQBR,2022-04-25,МосБиржа,MOEX,11006,108231332.3,90.05,87.7,90.43,88.0,88.61,88.0,1221450,88.61,88.61,88.0,108231332.3,108231332.3,108231332.3,0,3,SUR,-2.28
65,TQBR,2022-04-22,МосБиржа,MOEX,9344,106281826.1,90.51,89.2,91.97,90.05,90.39,90.05,1175860,90.39,90.39,90.05,106281826.1,106281826.1,106281826.1,0,3,SUR,-0.52
66,TQBR,2022-04-21,МосБиржа,MOEX,13275,159780875.9,93.05,90.17,94.83,90.52,91.7,90.52,1741820,91.73,91.73,90.52,159780875.9,159780875.9,159780875.9,0,3,SUR,-2.13
67,TQBR,2022-04-20,МосБиржа,MOEX,17703,232040982.9,89.01,87.06,93.7,92.49,91.37,92.49,2539650,91.37,91.37,92.49,232040982.9,232040982.9,232040982.9,0,3,SUR,3.8
68,TQBR,2022-04-19,МосБиржа,MOEX,21221,221402931.2,90.9,87.22,90.99,89.1,88.73,89.1,2495370,88.73,88.73,89.1,221402931.2,221402931.2,221402931.2,0,3,SUR,-1.93
69,TQBR,2022-04-18,МосБиржа,MOEX,12994,115947238.7,93.7,90.85,95.0,90.85,92.52,90.85,1253150,92.52,92.52,90.85,115947238.7,115947238.7,115947238.7,0,3,SUR,-2.99
70,TQBR,2022-04-15,МосБиржа,MOEX,18739,314577967.2,93.5,90.12,94.43,93.65,92.1,93.65,3415500,92.1,92.1,93.65,314577967.2,314577967.2,314577967.2,0,3,SUR,0.16
71,TQBR,2022-04-14,МосБиржа,MOEX,17197,192600121.8,99.85,93.5,99.85,93.5,96.13,93.5,2003520,96.13,96.13,93.5,192600121.8,192600121.8,192600121.8,0,3,SUR,-5.86
72,TQBR,2022-04-13,МосБиржа,MOEX,9306,128430541.4,100.0,98.2,100.88,99.32,99.59,99.32,1289640,99.59,99.59,99.32,128430541.4,128430541.4,128430541.4,0,3,SUR,-0.18
73,TQBR,2022-04-12,МосБиржа,MOEX,17904,238968903.2,101.1,96.5,101.48,99.5,98.65,99.5,2422290,98.65,98.65,99.5,238968903.2,238968903.2,238968903.2,0,3,SUR,-1.26
74,TQBR,2022-04-11,МосБиржа,MOEX,12367,143637890.8,102.74,100.7,103.7,100.77,102.06,100.77,1407440,102.06,102.06,100.77,143637890.8,143637890.8,143637890.8,0,3,SUR,-1.49
75,TQBR,2022-04-08,МосБиржа,MOEX,13300,193002297.2,103.26,100.5,104.66,102.29,102.47,102.29,1883490,102.47,102.47,102.29,193002297.2,193002297.2,193002297.2,0,3,SUR,-0.86
76,TQBR,2022-04-07,МосБиржа,MOEX,18763,385784097.7,102.0,101.66,109.9,103.18,104.18,103.18,3703180,104.18,104.18,103.18,385784097.7,385784097.7,385784097.7,0,3,SUR,1.11
77,TQBR,2022-04-06,МосБиржа,MOEX,17681,302335387.3,103.8,100.17,106.0,102.05,103.21,102.05,2929220,103.21,103.21,102.05,302335387.3,302335387.3,302335387.3,0,3,SUR,-1.54
78,TQBR,2022-04-05,МосБиржа,MOEX,34960,696891269.0,112.45,100.0,112.45,103.65,105.83,103.65,6584740,105.83,105.83,103.65,696891269.0,696891269.0,696891269.0,0,3,SUR,-6.68
79,TQBR,2022-04-04,МосБиржа,MOEX,37931,915330868.3,111.91,110.0,117.0,111.07,112.43,111.07,8141330,112.43,112.43,111.07,915330868.3,915330868.3,915330868.3,0,3,SUR,-0.34
80,TQBR,2022-04-01,МосБиржа,MOEX,64652,1432839411.4,101.2,101.2,114.0,111.45,108.98,111.45,12975340,110.43,110.43,111.45,1432839411.4,1432839411.4,1432839411.4,0,3,SUR,12.01
81,TQBR,2022-03-31,МосБиржа,MOEX,43644,786785368.3,93.97,92.68,100.0,99.5,97.5,99.5,8065750,97.55,97.55,99.5,786785368.3,786785368.3,786785368.3,0,3,SUR,8.15
82,TQBR,2022-03-30,МосБиржа,MOEX,20309,389712725.3,89.5,87.8,92.23,92.0,91.22,92.0,4273670,91.19,91.19,92.0,389712725.3,389712725.3,389712725.3,0,3,SUR,4.05
83,TQBR,2022-03-29,МосБиржа,MOEX,34279,473360744.2,92.0,86.0,94.0,88.42,90.61,88.42,5223940,90.61,90.61,88.42,473360744.2,473360744.2,473360744.2,0,3,SUR,-5.43
84,TQBR,2022-03-28,МосБиржа,MOEX,20664,229789775.1,97.1,92.04,97.1,93.5,94.12,93.5,2441510,94.12,94.12,93.5,229789775.1,229789775.1,229789775.1,0,3,SUR,-3.18
85,TQBR,2022-03-25,МосБиржа,MOEX,26649,311716260.3,107.88,95.3,108.0,96.57,98.49,96.57,3164920,98.49,98.49,96.57,311716260.3,311716260.3,311716260.3,0,3,SUR,-4.15
86,TQBR,2022-03-24,МосБиржа,MOEX,56630,829489202.2,94.51,91.11,110.1,100.75,104.63,100.75,7931080,104.59,104.59,100.75,829489202.2,829489202.2,829489202.2,0,3,SUR,5.49
87,TQBR,2022-03-23,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,,99.37,95.91,0.0,603175.9,0.0,0,3,SUR,
0,TQBR,2022-03-23,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,,99.37,95.91,0.0,603175.9,0.0,0,3,SUR,
1,TQBR,2022-03-22,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,,99.37,95.91,0.0,603175.9,0.0,0,3,SUR,
2,TQBR,2022-03-21,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,,99.37,95.91,0.0,603175.9,0.0,0,3,SUR,
3,TQBR,2022-03-18,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,,99.37,95.91,0.0,603175.9,0.0,0,3,SUR,
4,TQBR,2022-03-17,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,,99.37,95.91,0.0,603175.9,0.0,0,3,SUR,
5,TQBR,2022-03-16,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,,99.37,95.91,0.0,603175.9,0.0,0,3,SUR,
6,TQBR,2022-03-15,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,,99.37,95.91,0.0,603175.9,0.0,0,3,SUR,
7,TQBR,2022-03-14,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,98.1,99.37,95.91,2184619131.5,603175.9,2184619131.5,0,3,SUR,
8,TQBR,2022-03-11,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,90.94,99.37,95.91,5377822247.0,603175.9,5377822247.0,0,3,SUR,
9,TQBR,2022-03-10,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,90.94,99.37,95.91,5377822247.0,603175.9,5377822247.0,0,3,SUR,
10,TQBR,2022-03-09,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,102.92,99.37,95.91,12824026955.9,603175.9,12824026955.9,0,3,SUR,
11,TQBR,2022-03-04,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,107.84,99.37,95.91,17103454272.0,603175.9,17103454272.0,0,3,SUR,
12,TQBR,2022-03-03,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,98.1,99.37,95.91,2184619131.5,603175.9,2184619131.5,0,3,SUR,
13,TQBR,2022-03-02,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,90.94,99.37,95.91,5377822247.0,603175.9,5377822247.0,0,3,SUR,
14,TQBR,2022-03-01,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,98.1,99.37,95.91,2184619131.5,603175.9,2184619131.5,0,3,SUR,
15,TQBR,2022-02-28,МосБиржа,MOEX,0,0.0,,,,95.91,,,0,98.1,99.37,95.91,2184619131.5,603175.9,2184619131.5,0,3,SUR,
16,TQBR,2022-02-25,МосБиржа,MOEX,77528,2354775852.3,95.51,91.03,110.0,99.37,98.03,95.51,24021070,98.1,98.1,99.37,2184619131.5,2184619131.5,2184619131.5,0,3,SUR,3.21
17,TQBR,2022-02-24,МосБиржа,MOEX,125592,3712743804.7,104.15,73.37,106.0,94.69,88.1,92.54,42143160,86.62,86.62,94.69,3193203115.5,3193203115.5,3193203115.5,0,3,SUR,-20.08
18,TQBR,2022-02-23,МосБиржа,MOEX,0,0.0,,,,115.72,,,0,113.74,113.36,115.72,7446204708.9,1214085.6,7446204708.9,0,3,SUR,
19,TQBR,2022-02-22,МосБиржа,MOEX,160337,8782905593.2,115.0,108.85,120.3,113.36,113.82,115.79,77162000,113.74,113.74,113.36,7446204708.9,7446204708.9,7446204708.9,0,3,SUR,-2.52
20,TQBR,2022-02-21,МосБиржа,MOEX,134130,5766372771.4,132.4,110.0,135.89,122.3,124.07,118.78,46477680,125.89,125.89,122.3,4279427315.6,4279427315.6,4279427315.6,0,3,SUR,-10.8
21,TQBR,2022-02-18,МосБиржа,MOEX,38592,2149771251.3,138.48,132.16,139.43,133.19,135.17,133.16,15903650,135.21,135.21,133.19,1735126239.2,1735126239.2,1735126239.2,0,3,SUR,-3.15
22,TQBR,2022-02-17,МосБиржа,MOEX,37327,2463133558.4,141.0,135.85,141.53,137.01,138.81,137.49,17753570,138.67,138.67,137.01,1914226224.5,1914226224.5,1914226224.5,0,3,SUR,-3.1
23,TQBR,2022-02-16,МосБиржа,MOEX,43638,2544648487.2,137.31,136.55,141.9,141.49,139.39,141.89,18255300,139.18,139.18,141.49,1976604964.3,1976604964.3,1976604964.3,0,3,SUR,3.19
24,TQBR,2022-02-15,МосБиржа,MOEX,42773,2414781820.3,135.0,133.81,138.18,136.19,136.07,137.5,17746570,136.03,136.03,136.19,2069010299.3,2069010299.3,2069010299.3,0,3,SUR,2.24
25,TQBR,2022-02-14,МосБиржа,MOEX,51787,2728473067.1,135.95,131.44,137.57,133.83,135.15,134.49,20189690,135.46,135.46,133.83,2048414293.9,2048414293.9,2048414293.9,0,3,SUR,-1.26
26,TQBR,2022-02-11,МосБиржа,MOEX,38690,1852064577.7,140.06,135.4,140.64,139.7,138.83,136.2,13340680,139.38,139.38,139.7,1268417110.4,1268417110.4,1268417110.4,0,3,SUR,-2.76
27,TQBR,2022-02-10,МосБиржа,MOEX,32135,1884825051.5,142.43,139.66,142.8,141.75,140.81,140.06,13385840,140.71,140.71,141.75,1517644476.4,1517644476.4,1517644476.4,0,3,SUR,-1.5
28,TQBR,2022-02-09,МосБиржа,MOEX,30818,1754523564.3,142.3,141.28,143.58,142.08,142.22,142.19,12337020,142.14,142.14,142.08,1454563112.3,1454563112.3,1454563112.3,0,3,SUR,0.1
29,TQBR,2022-02-08,МосБиржа,MOEX,23403,1388693044.9,141.66,140.65,143.94,141.56,141.84,142.05,9790780,141.82,141.82,141.56,1245168702.9,1245168702.9,1245168702.9,0,3,SUR,0.32
30,TQBR,2022-02-07,МосБиржа,MOEX,17599,802184430.1,140.01,139.88,142.16,141.31,140.98,141.59,5688890,140.98,140.98,141.31,651915908.6,651915908.6,651915908.6,0,3,SUR,0.35
31,TQBR,2022-02-04,МосБиржа,MOEX,29503,1558299302.6,138.54,137.77,141.43,140.47,139.33,141.09,11178940,139.26,139.26,140.47,1306816689.2,1306816689.2,1306816689.2,0,3,SUR,2.47
32,TQBR,2022-02-03,МосБиржа,MOEX,38237,1711106801.4,142.47,136.79,142.5,138.17,138.63,137.69,12342970,138.44,138.44,138.17,1430150379.2,1430150379.2,1430150379.2,0,3,SUR,-3.65
33,TQBR,2022-02-02,МосБиржа,MOEX,30871,1500609181.1,145.57,141.21,146.0,141.79,143.05,142.9,10490460,143.06,143.06,141.79,1324404122.7,1324404122.7,1324404122.7,0,3,SUR,-1.83
34,TQBR,2022-02-01,МосБиржа,MOEX,20584,1080750445.4,145.1,143.65,146.34,144.07,144.93,145.57,7456800,144.98,144.98,144.07,854810767.5,854810767.5,854810767.5,0,3,SUR,0.36
35,TQBR,2022-01-31,МосБиржа,MOEX,29018,1386122182.7,145.43,143.51,146.5,144.77,145.07,145.05,9555160,145.03,145.03,144.77,1120419712.9,1120419712.9,1120419712.9,0,3,SUR,0.45
36,TQBR,2022-01-28,МосБиржа,MOEX,30409,1489583608.5,145.25,142.05,147.4,144.01,144.77,144.4,10289330,144.64,144.64,144.01,1229080370.4,1229080370.4,1229080370.4,0,3,SUR,-0.35
37,TQBR,2022-01-27,МосБиржа,MOEX,39744,2157180679.9,140.71,140.1,147.8,144.5,145.23,144.91,14853720,145.67,145.67,144.5,1819062780.5,1819062780.5,1819062780.5,0,3,SUR,2.61
38,TQBR,2022-01-26,МосБиржа,MOEX,40605,2330610465.1,144.05,139.32,146.88,142.82,142.99,141.22,16298850,143.0,143.0,142.82,2000651855.9,2000651855.9,2000651855.9,0,3,SUR,-1.13
39,TQBR,2022-01-25,МосБиржа,MOEX,43277,2699250937.4,143.4,138.8,145.7,141.6,141.57,142.84,19066010,141.17,141.17,141.6,2187599714.8,2187599714.8,2187599714.8,0,3,SUR,-0.34
40,TQBR,2022-01-24,МосБиржа,MOEX,62167,3689971471.3,146.56,137.0,147.09,141.5,141.33,143.33,26108780,141.19,141.19,141.5,3324740867.8,3324740867.8,3324740867.8,0,3,SUR,-1.82
41,TQBR,2022-01-21,МосБиржа,MOEX,46587,2991824017.0,143.84,141.23,148.93,147.0,145.62,145.98,20544990,145.9,145.9,147.0,2573647925.2,2573647925.2,2573647925.2,0,3,SUR,1.38
42,TQBR,2022-01-20,МосБиржа,MOEX,55452,3138836529.7,138.64,137.75,147.21,146.77,143.05,144.0,21942650,142.94,142.94,146.77,2573045798.5,2573045798.5,2573045798.5,0,3,SUR,3.87
43,TQBR,2022-01-19,МосБиржа,MOEX,67854,3715276833.6,132.18,124.5,140.8,138.9,135.63,138.64,27393570,137.32,137.32,138.9,2853630953.2,2853630953.2,2853630953.2,0,3,SUR,5.03
44,TQBR,2022-01-18,МосБиржа,MOEX,78419,4014537475.3,139.98,128.44,139.98,133.0,133.25,132.0,30127050,132.99,132.99,133.0,3509308000.1,3509308000.1,3509308000.1,0,3,SUR,-5.25
45,TQBR,2022-01-17,МосБиржа,MOEX,61139,3229629908.3,144.63,136.7,145.24,138.6,139.37,139.32,23172710,139.06,139.06,138.6,2643269394.3,2643269394.3,2643269394.3,0,3,SUR,-3.43
46,TQBR,2022-01-14,МосБиржа,MOEX,72533,3875736978.7,147.66,137.57,149.25,142.25,144.21,144.27,26874980,144.16,144.16,142.25,3605931006.4,3605931006.4,3605931006.4,0,3,SUR,-2.29
47,TQBR,2022-01-13,МосБиржа,MOEX,36881,2053799296.2,150.75,145.2,152.47,146.48,149.06,147.65,13781860,149.17,149.17,146.48,1772044162.1,1772044162.1,1772044162.1,0,3,SUR,-2.46
48,TQBR,2022-01-12,МосБиржа,MOEX,31792,1454283342.9,150.33,147.72,151.62,150.55,149.98,151.38,9701590,149.73,149.73,150.55,1232586642.7,1232586642.7,1232586642.7,0,3,SUR,0.9
49,TQBR,2022-01-11,МосБиржа,MOEX,34481,1866761633.5,145.87,145.23,150.92,149.94,148.54,150.03,12567370,148.49,148.49,149.94,1588819099.7,1588819099.7,1588819099.7,0,3,SUR,3.26
50,TQBR,2022-01-10,МосБиржа,MOEX,48461,1988071924.9,149.02,142.77,150.98,143.09,146.2,145.3,13598620,146.24,146.24,143.09,1666183433.3,1666183433.3,1666183433.3,0,3,SUR,-2.5
51,TQBR,2022-01-07,МосБиржа,MOEX,0,0.0,,,,148.48,,,0,148.29,147.58,148.48,1263303260.4,975503.8,1263303260.4,0,3,SUR,
52,TQBR,2022-01-06,МосБиржа,MOEX,34105,1576555209.4,149.73,146.4,151.66,147.58,148.47,149.02,10618490,148.29,148.29,147.58,1263303260.4,1263303260.4,1263303260.4,0,3,SUR,0.53
53,TQBR,2022-01-05,МосБиржа,MOEX,28640,1657644752.2,156.47,148.03,157.7,151.78,153.56,148.24,10794520,154.62,154.62,151.78,1251868239.9,1251868239.9,1251868239.9,0,3,SUR,-4.94
54,TQBR,2022-01-04,МосБиржа,MOEX,22783,1171620833.8,157.37,155.11,158.94,155.77,156.97,155.95,7463890,157.01,157.01,155.77,1047962839.9,1047962839.9,1047962839.9,0,3,SUR,-0.33
55,TQBR,2022-01-03,МосБиржа,MOEX,18287,614225162.2,153.59,153.3,156.88,156.2,155.87,156.46,3940610,156.01,156.01,156.2,496086009.3,496086009.3,496086009.3,0,3,SUR,2.11
56,TQBR,2021-12-30,МосБиржа,MOEX,17425,812900817.6,152.57,152.1,153.67,153.18,152.8,153.22,5319870,152.75,152.75,153.18,692066769.1,692066769.1,692066769.1,0,3,SUR,0.43
57,TQBR,2021-12-29,МосБиржа,MOEX,15518,801184554.4,151.84,150.8,152.59,152.1,152.0,152.57,5271060,152.05,152.05,152.1,665058134.0,665058134.0,665058134.0,0,3,SUR,0.76
58,TQBR,2021-12-28,МосБиржа,MOEX,19040,1097534766.6,152.15,151.27,153.34,152.38,152.1,151.42,7215920,152.1,152.1,152.38,941681448.9,941681448.9,941681448.9,0,3,SUR,-0.18
59,TQBR,2021-12-27,МосБиржа,MOEX,23145,1100694093.5,149.9,149.53,153.52,151.52,151.67,151.7,7257040,151.81,151.81,151.52,889897140.0,889897140.0,889897140.0,0,3,SUR,1.45
60,TQBR,2021-12-24,МосБиржа,MOEX,19353,949357044.1,149.71,148.11,152.97,149.88,150.21,149.53,6320140,149.92,149.92,149.88,674860268.3,674860268.3,674860268.3,0,3,SUR,0.23
61,TQBR,2021-12-23,МосБиржа,MOEX,22890,1475377006.5,147.45,146.51,150.37,149.75,148.53,149.19,9933400,148.48,148.48,149.75,1315796206.4,1315796206.4,1315796206.4,0,3,SUR,1.7
62,TQBR,2021-12-22,МосБиржа,MOEX,18835,894689904.1,145.48,144.57,148.0,147.9,146.64,146.7,6101220,146.58,146.58,147.9,737728148.1,737728148.1,737728148.1,0,3,SUR,0.96
63,TQBR,2021-12-21,МосБиржа,MOEX,19029,863072505.5,145.8,144.27,146.8,144.75,145.33,145.3,5938790,145.25,145.25,144.75,719832746.2,719832746.2,719832746.2,0,3,SUR,-0.29
64,TQBR,2021-12-20,МосБиржа,MOEX,25803,1288873280.3,147.3,143.64,147.3,144.49,144.65,145.72,8910000,144.41,144.41,144.49,1018174977.2,1018174977.2,1018174977.2,0,3,SUR,-1.19
65,TQBR,2021-12-17,МосБиржа,MOEX,28561,2061458842.8,147.51,144.7,148.79,147.13,146.71,147.48,14051240,146.68,146.68,147.13,1969486183.1,1969486183.1,1969486183.1,0,3,SUR,-0.18
