,BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION,CURRENCYID,TRENDCLSPR
15,TQBR,2020-10-02,МосБиржа,MOEX,20727,1571620841.4,145.31,144.78,148.3,147.8,146.86,148.1,10701150,146.84,146.84,147.8,1535030113.0,1535030113.0,1535030113.0,0.0,3,SUR,1.43
16,TQBR,2020-10-01,МосБиржа,MOEX,17044,1072904688.7,147.4,145.13,147.9,146.0,146.23,146.01,7336750,146.24,146.24,146.0,1042154662.8,1042154662.8,1042154662.8,0.0,3,SUR,-0.62
17,TQBR,2020-09-30,МосБиржа,MOEX,23121,1555587870.8,148.48,146.37,149.88,146.37,147.53,146.92,10544350,147.55,147.55,146.37,1512212910.1,1512212910.1,1512212910.1,0.0,3,SUR,-1.37
18,TQBR,2020-09-29,МосБиржа,MOEX,26460,2001716104.3,147.6,145.18,149.33,148.35,147.8,148.96,13542760,147.78,147.78,148.35,1934596568.5,1934596568.5,1934596568.5,0.0,3,SUR,0.99
19,TQBR,2020-09-28,МосБиржа,MOEX,20243,1106059847.5,145.25,144.89,148.12,146.76,147.1,147.5,7519120,147.1,147.1,146.76,1060890581.5,1060890581.5,1060890581.5,0.0,3,SUR,1.97
20,TQBR,2020-09-25,МосБиржа,MOEX,18315,1163742256.9,145.2,143.1,147.98,145.25,145.14,144.65,8018410,145.14,145.14,145.25,1100883754.7,1100883754.7,1100883754.7,0.0,3,SUR,-0.45
21,TQBR,2020-09-24,МосБиржа,MOEX,25152,1643197509.7,144.17,141.35,145.85,144.74,143.86,145.3,11422540,143.82,143.82,144.74,1578673023.2,1578673023.2,1578673023.2,0.0,3,SUR,0.97
22,TQBR,2020-09-23,МосБиржа,MOEX,25790,1749979375.5,145.0,143.26,147.15,144.17,145.18,143.9,12054010,145.24,145.24,144.17,1658347429.5,1658347429.5,1658347429.5,0.0,3,SUR,-0.46
23,TQBR,2020-09-22,МосБиржа,MOEX,34443,2395555181.0,140.8,140.8,148.7,144.24,145.64,144.57,16457850,145.68,145.68,144.24,2247149410.6,2247149410.6,2247149410.6,0.0,3,SUR,1.64
24,TQBR,2020-09-21,МосБиржа,MOEX,24398,1588448101.2,146.49,140.41,146.49,140.43,143.23,142.24,11090150,143.36,143.36,140.43,1484865197.4,1484865197.4,1484865197.4,0.0,3,SUR,-2.75
25,TQBR,2020-09-18,МосБиржа,MOEX,27952,2134305033.0,149.51,145.5,150.0,146.62,147.33,146.26,14489190,147.33,147.33,146.62,2086969222.5,2086969222.5,2086969222.5,0.0,3,SUR,-1.63
26,TQBR,2020-09-17,МосБиржа,MOEX,45334,2882105969.6,144.83,144.23,149.42,147.99,148.0,148.68,19473170,147.98,147.98,147.99,2783271644.1,2783271644.1,2783271644.1,0.0,3,SUR,2.14
27,TQBR,2020-09-16,МосБиржа,MOEX,41898,2759351960.5,140.0,139.8,145.9,145.57,143.99,145.57,19164010,143.92,143.92,145.57,2635450788.1,2635450788.1,2635450788.1,0.0,3,SUR,4.1
28,TQBR,2020-09-15,МосБиржа,MOEX,22922,1121716887.3,138.02,137.51,140.27,139.5,139.34,139.84,8049980,139.32,139.32,139.5,1062039840.6,1062039840.6,1062039840.6,0.0,3,SUR,1.49
29,TQBR,2020-09-14,МосБиржа,MOEX,20445,1435126455.8,139.21,137.01,139.66,137.01,138.21,137.79,10384740,138.21,138.21,137.01,1401201592.9,1401201592.9,1401201592.9,0.0,3,SUR,-0.43
30,TQBR,2020-09-11,МосБиржа,MOEX,10870,609650387.2,139.31,137.85,139.85,138.06,138.89,138.39,4389300,138.92,138.92,138.06,584786837.3,584786837.3,584786837.3,0.0,3,SUR,-0.55
31,TQBR,2020-09-10,МосБиржа,MOEX,19154,1079300012.3,136.77,136.28,140.54,140.02,138.43,139.15,7796580,138.38,138.38,140.02,1019921568.0,1019921568.0,1019921568.0,0.0,3,SUR,1.67
32,TQBR,2020-09-09,МосБиржа,MOEX,13129,548896497.9,136.15,135.05,137.07,135.9,136.1,136.86,4033120,136.05,136.05,135.9,501739887.7,501739887.7,501739887.7,0.0,3,SUR,0.23
33,TQBR,2020-09-08,МосБиржа,MOEX,20601,1095702364.5,137.15,134.55,137.86,136.25,136.57,136.54,8023090,136.57,136.57,136.25,1060379520.7,1060379520.7,1060379520.7,0.0,3,SUR,-0.17
34,TQBR,2020-09-07,МосБиржа,MOEX,17312,987065722.4,134.09,133.58,137.79,136.14,136.03,136.77,7256250,136.02,136.02,136.14,962956754.0,962956754.0,962956754.0,0.0,3,SUR,1.25
35,TQBR,2020-09-04,МосБиржа,MOEX,21940,1233230253.1,136.0,129.0,137.08,134.14,134.53,135.08,9166960,134.72,134.72,134.14,1030325857.2,1030325857.2,1030325857.2,0.0,3,SUR,-1.04
36,TQBR,2020-09-03,МосБиржа,MOEX,24457,1744634598.4,137.0,135.31,138.5,136.58,137.03,136.5,12736870,137.0,137.0,136.58,1679680765.7,1679680765.7,1679680765.7,0.0,3,SUR,-0.4
37,TQBR,2020-09-02,МосБиржа,MOEX,23129,1621093047.6,138.08,136.58,139.19,137.89,138.05,137.05,11742450,138.09,138.09,137.89,1559420459.6,1559420459.6,1559420459.6,0.0,3,SUR,-0.33
38,TQBR,2020-09-01,МосБиржа,MOEX,23794,1516643882.7,138.01,135.2,138.89,136.7,137.22,137.5,11053020,137.22,137.22,136.7,1481840271.2,1481840271.2,1481840271.2,0.0,3,SUR,-0.27
39,TQBR,2020-08-31,МосБиржа,MOEX,27948,2222374182.3,140.0,135.62,140.69,136.65,137.83,137.87,16123480,137.84,137.84,136.65,2125159046.1,2125159046.1,2125159046.1,0.0,3,SUR,-1.08
40,TQBR,2020-08-28,МосБиржа,MOEX,20608,983207159.0,141.95,138.15,141.95,139.21,139.91,139.38,7027530,140.0,140.0,139.21,905018636.1,905018636.1,905018636.1,0.0,3,SUR,-1.57
41,TQBR,2020-08-27,МосБиржа,MOEX,18291,931306377.4,143.65,140.67,143.9,141.8,142.16,141.6,6550850,142.18,142.18,141.8,896995413.6,896995413.6,896995413.6,0.0,3,SUR,-1.34
42,TQBR,2020-08-26,МосБиржа,MOEX,15882,943582536.1,144.08,142.36,144.35,142.9,143.24,143.52,6587250,143.24,143.24,142.9,908974947.8,908974947.8,908974947.8,0.0,3,SUR,-0.14
43,TQBR,2020-08-25,МосБиржа,MOEX,18101,1034096733.3,145.8,143.05,146.4,143.5,143.78,143.72,7191980,143.8,143.8,143.5,980909121.8,980909121.8,980909121.8,0.0,3,SUR,-1.37
44,TQBR,2020-08-24,МосБиржа,MOEX,25950,1450249938.9,147.0,144.5,148.8,144.73,146.51,145.72,9898460,146.55,146.55,144.73,1405422512.1,1405422512.1,1405422512.1,0.0,3,SUR,-0.31
45,TQBR,2020-08-21,МосБиржа,MOEX,29888,1871028753.3,146.0,142.02,146.9,146.05,144.66,146.18,12934090,144.57,144.57,146.05,1746156257.1,1746156257.1,1746156257.1,0.0,3,SUR,1.27
46,TQBR,2020-08-20,МосБиржа,MOEX,16251,1161052983.9,143.42,143.09,145.1,143.73,144.08,144.35,8058350,144.08,144.08,143.73,1123821791.9,1123821791.9,1123821791.9,0.0,3,SUR,0.01
47,TQBR,2020-08-19,МосБиржа,MOEX,13745,891695086.1,143.63,142.61,145.1,144.11,144.36,144.34,6176810,144.37,144.37,144.11,846719520.4,846719520.4,846719520.4,0.0,3,SUR,0.54
48,TQBR,2020-08-18,МосБиржа,MOEX,13746,961438315.3,143.88,143.05,145.23,143.42,144.06,143.57,6673840,144.09,144.09,143.42,915063375.7,915063375.7,915063375.7,0.0,3,SUR,-0.27
49,TQBR,2020-08-17,МосБиржа,MOEX,25375,1735952234.9,144.0,141.7,145.95,143.76,144.05,143.96,12050830,144.09,144.09,143.76,1652739744.3,1652739744.3,1652739744.3,0.0,3,SUR,0.15
50,TQBR,2020-08-14,МосБиржа,MOEX,23549,1559091603.4,146.06,142.66,146.7,143.5,144.36,143.75,10799960,144.43,144.43,143.5,1458512025.7,1458512025.7,1458512025.7,0.0,3,SUR,-1.58
51,TQBR,2020-08-13,МосБиржа,MOEX,23438,1733609458.1,144.76,143.76,147.5,146.82,145.85,146.06,11884080,145.87,145.87,146.82,1682058012.2,1682058012.2,1682058012.2,0.0,3,SUR,0.97
52,TQBR,2020-08-12,МосБиржа,MOEX,17726,1154959619.9,143.15,142.0,144.97,144.78,143.92,144.65,8025090,143.87,143.87,144.78,1069312508.7,1069312508.7,1069312508.7,0.0,3,SUR,1.05
53,TQBR,2020-08-11,МосБиржа,MOEX,24797,1778633307.3,140.48,140.48,144.9,144.6,143.13,143.14,12426630,143.09,143.09,144.6,1680379952.4,1680379952.4,1680379952.4,0.0,3,SUR,1.68
54,TQBR,2020-08-10,МосБиржа,MOEX,27156,1760952470.3,142.5,139.52,143.65,140.01,141.27,140.77,12468540,141.26,141.26,140.01,1693628250.9,1693628250.9,1693628250.9,0.0,3,SUR,-1.72
55,TQBR,2020-08-07,МосБиржа,MOEX,32686,2471369383.9,146.4,142.56,146.49,142.7,143.78,143.24,17188640,143.79,143.79,142.7,2425615511.9,2425615511.9,2425615511.9,0.0,3,SUR,-2.62
56,TQBR,2020-08-06,МосБиржа,MOEX,31618,2156392284.9,145.03,144.2,148.12,145.75,146.34,147.1,14733720,146.34,146.34,145.75,2022977029.5,2022977029.5,2022977029.5,0.0,3,SUR,1.2
57,TQBR,2020-08-05,МосБиржа,MOEX,35210,2196915785.0,140.98,140.14,146.94,144.3,144.03,145.35,15251710,144.01,144.01,144.3,2117813336.9,2117813336.9,2117813336.9,0.0,3,SUR,3.42
58,TQBR,2020-08-04,МосБиржа,MOEX,36681,2313381667.3,139.36,137.27,140.79,140.5,139.42,140.55,16592550,139.39,139.39,140.5,2237297382.7,2237297382.7,2237297382.7,0.0,3,SUR,1.22
59,TQBR,2020-08-03,МосБиржа,MOEX,46289,2923576907.2,133.53,133.53,139.77,137.72,137.8,138.86,21218900,137.76,137.76,137.72,2824476878.3,2824476878.3,2824476878.3,0.0,3,SUR,4.21
60,TQBR,2020-07-31,МосБиржа,MOEX,14362,965656685.5,132.0,131.14,133.5,133.02,132.4,133.25,7293720,132.38,132.38,133.02,940540563.3,940540563.3,940540563.3,0.0,3,SUR,1.13
61,TQBR,2020-07-30,МосБиржа,MOEX,17807,919005803.9,133.99,128.63,134.2,131.0,131.36,131.76,6995960,131.35,131.35,131.0,877698845.7,877698845.7,877698845.7,0.0,3,SUR,-1.66
62,TQBR,2020-07-29,МосБиржа,MOEX,13297,699630088.9,131.8,131.6,134.01,133.92,133.15,133.99,5254200,133.12,133.12,133.92,668920280.2,668920280.2,668920280.2,0.0,3,SUR,1.69
63,TQBR,2020-07-28,МосБиржа,MOEX,19306,1162589187.0,132.07,130.96,133.99,131.66,132.41,131.76,8780800,132.42,132.42,131.66,1131978254.1,1131978254.1,1131978254.1,0.0,3,SUR,-0.18
64,TQBR,2020-07-27,МосБиржа,MOEX,27350,1506930320.3,127.91,127.5,132.24,131.5,130.63,132.0,11536640,130.6,130.6,131.5,1475816020.5,1475816020.5,1475816020.5,0.0,3,SUR,2.96
65,TQBR,2020-07-24,МосБиржа,MOEX,17276,1000144551.5,125.65,125.17,128.33,128.2,127.09,128.2,7869710,127.06,127.06,128.2,968387006.5,968387006.5,968387006.5,0.0,3,SUR,2.18
66,TQBR,2020-07-23,МосБиржа,MOEX,13608,638670558.3,126.63,124.7,127.15,125.7,126.27,125.46,5058100,126.34,126.34,125.7,589602380.1,589602380.1,589602380.1,0.0,3,SUR,-0.73
67,TQBR,2020-07-22,МосБиржа,MOEX,14148,673910812.0,124.8,124.37,126.63,126.63,125.68,126.38,5362560,125.65,125.65,126.63,647163364.8,647163364.8,647163364.8,0.0,3,SUR,1.42
68,TQBR,2020-07-21,МосБиржа,MOEX,24098,1389188729.6,126.18,124.3,127.3,124.3,125.87,124.61,11036530,125.9,125.9,124.3,1352463126.0,1352463126.0,1352463126.0,0.0,3,SUR,-1.04
69,TQBR,2020-07-20,МосБиржа,MOEX,10858,562745260.3,125.22,124.27,126.3,125.35,125.51,125.92,4483660,125.49,125.49,125.35,520592351.6,520592351.6,520592351.6,0.0,3,SUR,0.44
70,TQBR,2020-07-17,МосБиржа,MOEX,10317,530269125.4,125.0,124.01,125.8,125.38,125.23,125.37,4235370,125.2,125.2,125.38,521281813.9,521281813.9,521281813.9,0.0,3,SUR,0.02
71,TQBR,2020-07-16,МосБиржа,MOEX,19916,1142551900.0,124.81,124.33,126.7,124.84,125.67,125.34,9091530,125.68,125.68,124.84,1106972825.9,1106972825.9,1106972825.9,0.0,3,SUR,-0.28
72,TQBR,2020-07-15,МосБиржа,MOEX,22715,1281919328.6,125.29,123.78,125.83,125.5,125.14,125.69,10243660,125.13,125.13,125.5,1251117968.3,1251117968.3,1251117968.3,0.0,3,SUR,0.62
73,TQBR,2020-07-14,МосБиржа,MOEX,19314,1146142182.1,123.52,121.32,124.98,124.25,122.77,124.92,9336530,122.69,122.69,124.25,1098690541.7,1098690541.7,1098690541.7,0.0,3,SUR,0.71
74,TQBR,2020-07-13,МосБиржа,MOEX,27689,1485804509.8,126.8,121.81,127.86,124.24,125.86,124.04,11805000,126.09,126.09,124.24,1354704149.6,1354704149.6,1354704149.6,0.0,3,SUR,-1.91
75,TQBR,2020-07-10,МосБиржа,MOEX,28945,1906551495.7,123.66,123.09,126.8,126.56,125.74,126.45,15154320,125.8,125.8,126.56,1858807445.5,1858807445.5,1858807445.5,0.0,3,SUR,1.97
76,TQBR,2020-07-09,МосБиржа,MOEX,22571,1446181255.9,122.65,122.37,124.95,124.57,124.07,124.01,11655700,124.07,124.07,124.57,1407328977.2,1407328977.2,1407328977.2,0.0,3,SUR,1.25
77,TQBR,2020-07-08,МосБиржа,MOEX,19197,1078500164.2,122.79,121.7,123.69,122.02,122.44,122.48,8806680,122.47,122.47,122.02,1051971271.7,1051971271.7,1051971271.7,0.0,3,SUR,-0.02
78,TQBR,2020-07-07,МосБиржа,MOEX,57616,2824807383.4,120.0,118.59,123.5,123.0,122.21,122.51,23113700,122.2,122.2,123.0,2754013556.3,2754013556.3,2754013556.3,0.0,3,SUR,2.96
79,TQBR,2020-07-06,МосБиржа,MOEX,32720,2321600997.1,116.85,116.4,120.0,119.69,118.82,118.99,19538970,118.82,118.82,119.69,2266433204.1,2266433204.1,2266433204.1,0.0,3,SUR,2.45
80,TQBR,2020-07-03,МосБиржа,MOEX,9452,365432182.8,116.33,115.56,116.4,116.25,115.93,116.14,3152250,115.9,115.9,116.25,339042866.7,339042866.7,339042866.7,0.0,3,SUR,0.06
81,TQBR,2020-07-02,МосБиржа,MOEX,21659,1405180328.6,113.8,113.48,116.33,116.33,115.46,116.07,12169920,115.45,115.45,116.33,1383973158.1,1383973158.1,1383973158.1,0.0,3,SUR,2.49
82,TQBR,2020-06-30,МосБиржа,MOEX,19453,927171147.5,113.77,112.74,114.34,113.2,113.66,113.25,8158920,113.65,113.65,113.2,907012840.8,907012840.8,907012840.8,0.0,3,SUR,-0.13
83,TQBR,2020-06-29,МосБиржа,MOEX,17653,771695538.0,113.01,112.24,114.2,113.09,113.22,113.4,6816030,113.21,113.21,113.09,744380157.9,744380157.9,744380157.9,0.0,3,SUR,-0.02
84,TQBR,2020-06-26,МосБиржа,MOEX,23566,1133287702.8,115.06,111.47,115.39,113.7,113.86,113.42,9954100,113.9,113.9,113.7,1087734249.3,1087734249.3,1087734249.3,0.0,3,SUR,-1.26
85,TQBR,2020-06-25,МосБиржа,MOEX,26155,1530366844.0,115.0,113.6,115.6,114.46,114.68,114.87,13341950,114.7,114.7,114.46,1500819640.1,1500819640.1,1500819640.1,0.0,3,SUR,-0.46
86,TQBR,2020-06-23,МосБиржа,MOEX,17461,927912632.7,116.42,115.02,116.42,115.8,115.68,115.4,8021190,115.69,115.69,115.8,880972478.6,880972478.6,880972478.6,0.0,3,SUR,-0.52
