,TRADEDATE,BOARDID,SECID,TRADETIME,CURPRICE,LASTPRICE,LEGALCLOSE,TRADINGSESSION
745,2024-05-03,TQBR,ABRD,14:42:00,292.2,292.0,293.2,1
746,2024-05-03,TQBR,ABRD,14:43:00,292.2,292.2,293.2,1
747,2024-05-03,TQBR,ABRD,14:44:00,292.2,292.4,293.2,1
748,2024-05-03,TQBR,ABRD,14:46:00,292.2,292.4,293.2,1
749,2024-05-03,TQBR,ABRD,14:47:00,292.2,292.4,293.2,1
750,2024-05-03,TQBR,ABRD,14:48:00,292.2,292.4,293.2,1
751,2024-05-03,TQBR,ABRD,14:51:00,292.2,292.6,293.2,1
752,2024-05-03,TQBR,ABRD,14:54:00,292.4,292.4,293.2,1
753,2024-05-03,TQBR,ABRD,14:58:00,292.4,292.2,293.2,1
754,2024-05-03,TQBR,ABRD,15:04:00,292.4,292.6,293.2,1
755,2024-05-03,TQBR,ABRD,15:07:00,292.0,292.4,293.2,1
756,2024-05-03,TQBR,ABRD,15:09:00,292.2,292.4,293.2,1
757,2024-05-03,TQBR,ABRD,15:11:00,292.0,291.4,293.2,1
758,2024-05-03,TQBR,ABRD,15:14:00,292.0,292.2,293.2,1
759,2024-05-03,TQBR,ABRD,15:20:00,291.6,292.4,293.2,1
760,2024-05-03,TQBR,ABRD,15:21:00,292.0,291.6,293.2,1
761,2024-05-03,TQBR,ABRD,15:23:00,292.0,292.4,293.2,1
762,2024-05-03,TQBR,ABRD,15:24:00,292.0,292.4,293.2,1
763,2024-05-03,TQBR,ABRD,15:25:00,292.2,292.4,293.2,1
764,2024-05-03,TQBR,ABRD,15:26:00,292.2,292.6,293.2,1
765,2024-05-03,TQBR,ABRD,15:27:00,292.2,292.6,293.2,1
766,2024-05-03,TQBR,ABRD,15:29:00,292.4,292.6,293.2,1
767,2024-05-03,TQBR,ABRD,15:30:00,292.4,292.8,293.2,1
768,2024-05-03,TQBR,ABRD,15:35:00,292.6,292.6,293.2,1
769,2024-05-03,TQBR,ABRD,15:37:00,292.6,292.8,293.2,1
770,2024-05-03,TQBR,ABRD,15:38:00,292.6,293.0,293.2,1
771,2024-05-03,TQBR,ABRD,15:39:00,292.6,293.0,293.2,1
772,2024-05-03,TQBR,ABRD,15:42:00,293.0,293.2,293.2,1
773,2024-05-03,TQBR,ABRD,15:43:00,293.0,293.2,293.2,1
774,2024-05-03,TQBR,ABRD,15:44:00,293.0,293.0,293.2,1
775,2024-05-03,TQBR,ABRD,15:49:00,293.2,293.0,293.2,1
776,2024-05-03,TQBR,ABRD,15:50:00,293.2,293.2,293.2,1
777,2024-05-03,TQBR,ABRD,15:52:00,293.2,293.4,293.2,1
778,2024-05-03,TQBR,ABRD,15:53:00,293.2,293.4,293.2,1
779,2024-05-03,TQBR,ABRD,15:54:00,293.2,293.4,293.2,1
780,2024-05-03,TQBR,ABRD,15:56:00,293.4,293.4,293.2,1
781,2024-05-03,TQBR,ABRD,15:57:00,293.4,293.4,293.2,1
782,2024-05-03,TQBR,ABRD,15:59:00,293.4,293.2,293.2,1
783,2024-05-03,TQBR,ABRD,16:01:00,293.4,293.4,293.2,1
784,2024-05-03,TQBR,ABRD,16:03:00,293.4,293.4,293.2,1
785,2024-05-03,TQBR,ABRD,16:04:00,293.4,293.4,293.2,1
786,2024-05-03,TQBR,ABRD,16:05:00,293.4,293.2,293.2,1
787,2024-05-03,TQBR,ABRD,16:06:00,293.4,293.4,293.2,1
788,2024-05-03,TQBR,ABRD,16:07:00,293.4,293.4,293.2,1
789,2024-05-03,TQBR,ABRD,16:08:00,293.4,293.4,293.2,1
790,2024-05-03,TQBR,ABRD,16:09:00,293.4,293.8,293.2,1
791,2024-05-03,TQBR,ABRD,16:10:00,293.4,293.6,293.2,1
792,2024-05-03,TQBR,ABRD,16:11:00,293.4,293.8,293.2,1
793,2024-05-03,TQBR,ABRD,16:13:00,293.6,293.8,293.2,1
794,2024-05-03,TQBR,ABRD,16:14:00,293.6,293.6,293.2,1
795,2024-05-03,TQBR,ABRD,16:17:00,293.8,293.8,293.2,1
796,2024-05-03,TQBR,ABRD,16:19:00,293.8,294.0,293.2,1
797,2024-05-03,TQBR,ABRD,16:20:00,293.8,293.8,293.2,1
798,2024-05-03,TQBR,ABRD,16:22:00,293.8,293.8,293.2,1
799,2024-05-03,TQBR,ABRD,16:23:00,293.8,293.8,293.2,1
800,2024-05-03,TQBR,ABRD,16:24:00,293.8,293.6,293.2,1
801,2024-05-03,TQBR,ABRD,16:26:00,293.8,293.6,293.2,1
802,2024-05-03,TQBR,ABRD,16:27:00,293.8,293.2,293.2,1
803,2024-05-03,TQBR,ABRD,16:28:00,293.8,293.2,293.2,1
804,2024-05-03,TQBR,ABRD,16:29:00,293.4,292.8,293.2,1
805,2024-05-03,TQBR,ABRD,16:31:00,293.2,293.4,293.2,1
806,2024-05-03,TQBR,ABRD,16:32:00,293.2,293.0,293.2,1
807,2024-05-03,TQBR,ABRD,16:33:00,293.2,292.6,293.2,1
808,2024-05-03,TQBR,ABRD,16:34:00,293.2,292.6,293.2,1
809,2024-05-03,TQBR,ABRD,16:35:00,293.2,292.6,293.2,1
810,2024-05-03,TQBR,ABRD,16:36:00,293.0,292.6,293.2,1
811,2024-05-03,TQBR,ABRD,16:39:00,292.8,292.6,293.2,1
812,2024-05-03,TQBR,ABRD,16:43:00,292.6,292.6,293.2,1
813,2024-05-03,TQBR,ABRD,16:44:00,292.6,292.6,293.2,1
814,2024-05-03,TQBR,ABRD,16:46:00,292.6,292.8,293.2,1
815,2024-05-03,TQBR,ABRD,16:48:00,292.6,292.8,293.2,1
816,2024-05-03,TQBR,ABRD,16:49:00,292.6,292.8,293.2,1
817,2024-05-03,TQBR,ABRD,16:53:00,292.6,292.6,293.2,1
818,2024-05-03,TQBR,ABRD,16:54:00,292.6,292.6,293.2,1
819,2024-05-03,TQBR,ABRD,16:55:00,292.6,292.6,293.2,1
820,2024-05-03,TQBR,ABRD,16:58:00,292.6,292.6,293.2,1
821,2024-05-03,TQBR,ABRD,16:59:00,292.8,293.0,293.2,1
822,2024-05-03,TQBR,ABRD,17:00:00,292.8,293.2,293.2,1
823,2024-05-03,TQBR,ABRD,17:03:00,292.8,293.0,293.2,1
824,2024-05-03,TQBR,ABRD,17:05:00,293.0,293.4,293.2,1
825,2024-05-03,TQBR,ABRD,17:07:00,293.0,293.6,293.2,1
826,2024-05-03,TQBR,ABRD,17:08:00,293.2,293.6,293.2,1
827,2024-05-03,TQBR,ABRD,17:09:00,293.4,293.2,293.2,1
828,2024-05-03,TQBR,ABRD,17:10:00,293.4,293.2,293.2,1
829,2024-05-03,TQBR,ABRD,17:11:00,293.4,293.0,293.2,1
830,2024-05-03,TQBR,ABRD,17:22:00,293.4,293.4,293.2,1
831,2024-05-03,TQBR,ABRD,17:24:00,293.4,293.4,293.2,1
832,2024-05-03,TQBR,ABRD,17:30:00,293.4,293.4,293.2,1
833,2024-05-03,TQBR,ABRD,17:32:00,293.4,293.4,293.2,1
834,2024-05-03,TQBR,ABRD,17:34:00,293.4,293.0,293.2,1
835,2024-05-03,TQBR,ABRD,17:35:00,293.2,293.4,293.2,1
836,2024-05-03,TQBR,ABRD,17:37:00,293.2,293.4,293.2,1
837,2024-05-03,TQBR,ABRD,17:39:00,293.2,293.4,293.2,1
838,2024-05-03,TQBR,ABRD,17:43:00,293.4,293.6,293.2,1
839,2024-05-03,TQBR,ABRD,17:49:00,293.4,293.8,293.2,1
840,2024-05-03,TQBR,ABRD,17:52:00,293.6,293.6,293.2,1
841,2024-05-03,TQBR,ABRD,17:53:00,293.6,293.8,293.2,1
842,2024-05-03,TQBR,ABRD,17:56:00,293.6,293.6,293.2,1
843,2024-05-03,TQBR,ABRD,17:57:00,293.6,293.8,293.2,1
844,2024-05-03,TQBR,ABRD,18:03:00,293.8,293.8,293.2,1
845,2024-05-03,TQBR,ABRD,18:04:00,293.8,293.8,293.2,1
846,2024-05-03,TQBR,ABRD,18:05:00,293.8,293.6,293.2,1
847,2024-05-03,TQBR,ABRD,18:06:00,293.6,293.2,293.2,1
848,2024-05-03,TQBR,ABRD,18:08:00,293.6,293.6,293.2,1
849,2024-05-03,TQBR,ABRD,18:10:00,293.6,293.6,293.2,1
850,2024-05-03,TQBR,ABRD,18:13:00,293.4,293.0,293.2,1
851,2024-05-03,TQBR,ABRD,18:17:00,293.2,293.0,293.2,1
852,2024-05-03,TQBR,ABRD,18:20:00,293.0,293.0,293.2,1
853,2024-05-03,TQBR,ABRD,18:21:00,293.0,293.2,293.2,1
854,2024-05-03,TQBR,ABRD,18:22:00,293.0,293.0,293.2,1
855,2024-05-03,TQBR,ABRD,18:24:00,293.0,293.2,293.2,1
856,2024-05-03,TQBR,ABRD,18:25:00,293.0,293.6,293.2,1
857,2024-05-03,TQBR,ABRD,18:28:00,293.0,293.6,293.2,1
858,2024-05-03,TQBR,ABRD,18:31:00,293.2,293.4,293.2,1
859,2024-05-03,TQBR,ABRD,18:36:00,293.4,293.6,293.2,1
860,2024-05-03,TQBR,ABRD,18:38:00,293.0,293.0,293.2,1
861,2024-05-03,TQBR,ABRD,18:46:00,293.0,293.0,293.2,1
862,2024-05-03,TQBR,ACKO,10:00:00,3.58,0.0,3.58,1
863,2024-05-03,TQBR,AFKS,10:00:00,25.409,25.409,25.32,1
864,2024-05-03,TQBR,AFKS,10:01:00,25.385,25.369,25.32,1
865,2024-05-03,TQBR,AFKS,10:02:00,25.379,25.372,25.32,1
866,2024-05-03,TQBR,AFKS,10:03:00,25.387,25.411,25.32,1
867,2024-05-03,TQBR,AFKS,10:04:00,25.391,25.411,25.32,1
868,2024-05-03,TQBR,AFKS,10:05:00,25.392,25.4,25.32,1
869,2024-05-03,TQBR,AFKS,10:06:00,25.392,25.396,25.32,1
870,2024-05-03,TQBR,AFKS,10:07:00,25.391,25.39,25.32,1
871,2024-05-03,TQBR,AFKS,10:08:00,25.385,25.347,25.32,1
872,2024-05-03,TQBR,AFKS,10:09:00,25.385,25.362,25.32,1
873,2024-05-03,TQBR,AFKS,10:10:00,25.384,25.365,25.32,1
874,2024-05-03,TQBR,AFKS,10:11:00,25.384,25.362,25.32,1
875,2024-05-03,TQBR,AFKS,10:12:00,25.381,25.342,25.32,1
876,2024-05-03,TQBR,AFKS,10:13:00,25.354,25.334,25.32,1
877,2024-05-03,TQBR,AFKS,10:14:00,25.345,25.33,25.32,1
878,2024-05-03,TQBR,AFKS,10:15:00,25.34,25.317,25.32,1
879,2024-05-03,TQBR,AFKS,10:16:00,25.332,25.296,25.32,1
880,2024-05-03,TQBR,AFKS,10:17:00,25.313,25.25,25.32,1
881,2024-05-03,TQBR,AFKS,10:18:00,25.243,25.178,25.32,1
882,2024-05-03,TQBR,AFKS,10:19:00,25.232,25.19,25.32,1
883,2024-05-03,TQBR,AFKS,10:20:00,25.229,25.17,25.32,1
884,2024-05-03,TQBR,AFKS,10:21:00,25.226,25.191,25.32,1
885,2024-05-03,TQBR,AFKS,10:22:00,25.222,25.22,25.32,1
886,2024-05-03,TQBR,AFKS,10:23:00,25.214,25.22,25.32,1
887,2024-05-03,TQBR,AFKS,10:24:00,25.212,25.235,25.32,1
888,2024-05-03,TQBR,AFKS,10:25:00,25.209,25.281,25.32,1
889,2024-05-03,TQBR,AFKS,10:26:00,25.205,25.276,25.32,1
890,2024-05-03,TQBR,AFKS,10:27:00,25.198,25.253,25.32,1
891,2024-05-03,TQBR,AFKS,10:28:00,25.214,25.264,25.32,1
892,2024-05-03,TQBR,AFKS,10:29:00,25.231,25.269,25.32,1
893,2024-05-03,TQBR,AFKS,10:30:00,25.247,25.262,25.32,1
894,2024-05-03,TQBR,AFKS,10:31:00,25.254,25.27,25.32,1
895,2024-05-03,TQBR,AFKS,10:32:00,25.257,25.271,25.32,1
896,2024-05-03,TQBR,AFKS,10:33:00,25.264,25.252,25.32,1
897,2024-05-03,TQBR,AFKS,10:34:00,25.265,25.242,25.32,1
898,2024-05-03,TQBR,AFKS,10:35:00,25.263,25.228,25.32,1
899,2024-05-03,TQBR,AFKS,10:36:00,25.26,25.228,25.32,1
900,2024-05-03,TQBR,AFKS,10:37:00,25.259,25.22,25.32,1
901,2024-05-03,TQBR,AFKS,10:38:00,25.258,25.212,25.32,1
902,2024-05-03,TQBR,AFKS,10:39:00,25.256,25.221,25.32,1
903,2024-05-03,TQBR,AFKS,10:40:00,25.243,25.24,25.32,1
904,2024-05-03,TQBR,AFKS,10:41:00,25.243,25.231,25.32,1
905,2024-05-03,TQBR,AFKS,10:42:00,25.243,25.27,25.32,1
906,2024-05-03,TQBR,AFKS,10:43:00,25.241,25.274,25.32,1
907,2024-05-03,TQBR,AFKS,10:44:00,25.238,25.28,25.32,1
908,2024-05-03,TQBR,AFKS,10:45:00,25.239,25.274,25.32,1
909,2024-05-03,TQBR,AFKS,10:46:00,25.247,25.283,25.32,1
910,2024-05-03,TQBR,AFKS,10:47:00,25.258,25.287,25.32,1
911,2024-05-03,TQBR,AFKS,10:48:00,25.269,25.295,25.32,1
912,2024-05-03,TQBR,AFKS,10:49:00,25.274,25.301,25.32,1
913,2024-05-03,TQBR,AFKS,10:50:00,25.284,25.311,25.32,1
914,2024-05-03,TQBR,AFKS,10:51:00,25.287,25.315,25.32,1
915,2024-05-03,TQBR,AFKS,10:52:00,25.295,25.316,25.32,1
916,2024-05-03,TQBR,AFKS,10:53:00,25.299,25.316,25.32,1
917,2024-05-03,TQBR,AFKS,10:54:00,25.302,25.311,25.32,1
918,2024-05-03,TQBR,AFKS,10:55:00,25.3,25.271,25.32,1
919,2024-05-03,TQBR,AFKS,10:56:00,25.3,25.285,25.32,1
920,2024-05-03,TQBR,AFKS,10:57:00,25.301,25.316,25.32,1
921,2024-05-03,TQBR,AFKS,10:58:00,25.303,25.307,25.32,1
922,2024-05-03,TQBR,AFKS,10:59:00,25.304,25.315,25.32,1
923,2024-05-03,TQBR,AFKS,11:00:00,25.305,25.319,25.32,1
924,2024-05-03,TQBR,AFKS,11:01:00,25.306,25.314,25.32,1
925,2024-05-03,TQBR,AFKS,11:02:00,25.308,25.343,25.32,1
926,2024-05-03,TQBR,AFKS,11:03:00,25.314,25.355,25.32,1
927,2024-05-03,TQBR,AFKS,11:04:00,25.314,25.351,25.32,1
928,2024-05-03,TQBR,AFKS,11:05:00,25.325,25.35,25.32,1
929,2024-05-03,TQBR,AFKS,11:06:00,25.329,25.341,25.32,1
930,2024-05-03,TQBR,AFKS,11:07:00,25.33,25.341,25.32,1
931,2024-05-03,TQBR,AFKS,11:08:00,25.33,25.334,25.32,1
932,2024-05-03,TQBR,AFKS,11:09:00,25.333,25.338,25.32,1
933,2024-05-03,TQBR,AFKS,11:10:00,25.335,25.33,25.32,1
934,2024-05-03,TQBR,AFKS,11:11:00,25.338,25.325,25.32,1
935,2024-05-03,TQBR,AFKS,11:12:00,25.342,25.324,25.32,1
936,2024-05-03,TQBR,AFKS,11:13:00,25.334,25.298,25.32,1
937,2024-05-03,TQBR,AFKS,11:14:00,25.332,25.282,25.32,1
938,2024-05-03,TQBR,AFKS,11:15:00,25.294,25.262,25.32,1
939,2024-05-03,TQBR,AFKS,11:16:00,25.29,25.31,25.32,1
940,2024-05-03,TQBR,AFKS,11:17:00,25.29,25.3,25.32,1
941,2024-05-03,TQBR,AFKS,11:18:00,25.29,25.289,25.32,1
942,2024-05-03,TQBR,AFKS,11:19:00,25.283,25.275,25.32,1
943,2024-05-03,TQBR,AFKS,11:20:00,25.283,25.3,25.32,1
944,2024-05-03,TQBR,AFKS,11:21:00,25.287,25.33,25.32,1
945,2024-05-03,TQBR,AFKS,11:22:00,25.287,25.324,25.32,1
946,2024-05-03,TQBR,AFKS,11:23:00,25.288,25.337,25.32,1
947,2024-05-03,TQBR,AFKS,11:24:00,25.288,25.32,25.32,1
948,2024-05-03,TQBR,AFKS,11:25:00,25.3,25.32,25.32,1
949,2024-05-03,TQBR,AFKS,11:26:00,25.314,25.319,25.32,1
950,2024-05-03,TQBR,AFKS,11:27:00,25.315,25.327,25.32,1
951,2024-05-03,TQBR,AFKS,11:28:00,25.316,25.328,25.32,1
952,2024-05-03,TQBR,AFKS,11:29:00,25.316,25.3,25.32,1
953,2024-05-03,TQBR,AFKS,11:30:00,25.317,25.3,25.32,1
954,2024-05-03,TQBR,AFKS,11:31:00,25.318,25.323,25.32,1
955,2024-05-03,TQBR,AFKS,11:32:00,25.318,25.338,25.32,1
956,2024-05-03,TQBR,AFKS,11:33:00,25.322,25.344,25.32,1
957,2024-05-03,TQBR,AFKS,11:34:00,25.324,25.346,25.32,1
958,2024-05-03,TQBR,AFKS,11:35:00,25.343,25.362,25.32,1
959,2024-05-03,TQBR,AFKS,11:36:00,25.359,25.394,25.32,1
960,2024-05-03,TQBR,AFKS,11:37:00,25.373,25.432,25.32,1
961,2024-05-03,TQBR,AFKS,11:38:00,25.382,25.405,25.32,1
962,2024-05-03,TQBR,AFKS,11:39:00,25.387,25.389,25.32,1
963,2024-05-03,TQBR,AFKS,11:40:00,25.388,25.38,25.32,1
964,2024-05-03,TQBR,AFKS,11:41:00,25.38,25.354,25.32,1
965,2024-05-03,TQBR,AFKS,11:42:00,25.38,25.379,25.32,1
966,2024-05-03,TQBR,AFKS,11:43:00,25.381,25.381,25.32,1
967,2024-05-03,TQBR,AFKS,11:44:00,25.382,25.399,25.32,1
968,2024-05-03,TQBR,AFKS,11:45:00,25.385,25.399,25.32,1
969,2024-05-03,TQBR,AFKS,11:46:00,25.384,25.399,25.32,1
970,2024-05-03,TQBR,AFKS,11:47:00,25.378,25.403,25.32,1
971,2024-05-03,TQBR,AFKS,11:48:00,25.37,25.405,25.32,1
972,2024-05-03,TQBR,AFKS,11:49:00,25.371,25.426,25.32,1
973,2024-05-03,TQBR,AFKS,11:50:00,25.384,25.46,25.32,1
974,2024-05-03,TQBR,AFKS,11:51:00,25.418,25.451,25.32,1
975,2024-05-03,TQBR,AFKS,11:52:00,25.433,25.454,25.32,1
976,2024-05-03,TQBR,AFKS,11:53:00,25.437,25.454,25.32,1
977,2024-05-03,TQBR,AFKS,11:54:00,25.439,25.456,25.32,1
978,2024-05-03,TQBR,AFKS,11:55:00,25.443,25.47,25.32,1
979,2024-05-03,TQBR,AFKS,11:56:00,25.449,25.485,25.32,1
980,2024-05-03,TQBR,AFKS,11:57:00,25.452,25.486,25.32,1
981,2024-05-03,TQBR,AFKS,11:58:00,25.454,25.471,25.32,1
982,2024-05-03,TQBR,AFKS,11:59:00,25.455,25.431,25.32,1
983,2024-05-03,TQBR,AFKS,12:00:00,25.461,25.466,25.32,1
984,2024-05-03,TQBR,AFKS,12:01:00,25.462,25.458,25.32,1
985,2024-05-03,TQBR,AFKS,12:02:00,25.465,25.412,25.32,1
986,2024-05-03,TQBR,AFKS,12:03:00,25.459,25.398,25.32,1
987,2024-05-03,TQBR,AFKS,12:04:00,25.457,25.41,25.32,1
988,2024-05-03,TQBR,AFKS,12:05:00,25.456,25.423,25.32,1
989,2024-05-03,TQBR,AFKS,12:06:00,25.45,25.423,25.32,1
990,2024-05-03,TQBR,AFKS,12:07:00,25.447,25.468,25.32,1
991,2024-05-03,TQBR,AFKS,12:08:00,25.444,25.473,25.32,1
992,2024-05-03,TQBR,AFKS,12:09:00,25.444,25.451,25.32,1
993,2024-05-03,TQBR,AFKS,12:10:00,25.425,25.45,25.32,1
994,2024-05-03,TQBR,AFKS,12:11:00,25.422,25.45,25.32,1
995,2024-05-03,TQBR,AFKS,12:12:00,25.42,25.448,25.32,1
996,2024-05-03,TQBR,AFKS,12:13:00,25.431,25.441,25.32,1
997,2024-05-03,TQBR,AFKS,12:14:00,25.441,25.449,25.32,1
998,2024-05-03,TQBR,AFKS,12:15:00,25.442,25.442,25.32,1
999,2024-05-03,TQBR,AFKS,12:16:00,25.445,25.448,25.32,1
